Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2025-11-17,186.3623046875,188.75924133892028,184.08521029684528,185.73310233977776,173628900
2025-11-18,181.1289825439453,184.5646030780414,179.42115405263684,183.14641371605563,213598900
2025-11-19,186.2823944091797,187.6206837111527,182.59709270204067,184.5545873026742,247246400
2025-11-20,180.40989685058594,195.7503316108911,179.62090987236718,195.70039225393623,343504800
2025-11-21,178.6521453857422,184.32490281868388,172.70971237567008,181.00913979899244,346926200
2025-11-24,182.31747436523438,183.26626122561635,176.25519889972114,179.2613745727385,256618300
2025-11-25,177.59349060058594,177.93305383278917,169.33402110596253,174.68719385821646,320600300
2025-11-26,180.03038024902344,182.67701383620675,178.01296428701193,181.3986455127995,183852000
2025-11-28,176.7745361328125,179.0616124091028,176.27517303639212,178.7819702942556,121332800
2025-12-01,179.69082641601562,180.07034727044882,173.45876908321011,174.53739527000454,188131000
2025-12-02,181.22885131835938,185.42349804109853,179.77070445469002,181.52845696763603,182632200
2025-12-03,179.36123657226562,182.21759414523953,178.88185225801445,180.8493441127912,165138000
2025-12-04,183.1566162109375,184.2952268834804,179.74078419330877,181.3987504426599,167364900
2025-12-05,182.1877899169922,184.43504894381925,180.6896172324408,183.66598269849337,143971100
2025-12-08,185.323974609375,187.7709870845105,182.17780264974235,182.41751577930148,204378100
2025-12-09,184.7446746826172,185.4937610485011,183.09669077375298,185.33395229946427,144719700
2025-12-10,183.55612182617188,185.2540478736652,181.8182359713298,184.74467463147755,162785400
2025-12-11,180.70957946777344,181.09911899111663,176.40483245042134,180.060377409269,182136600
2025-12-12,174.80679321289062,182.59729422559735,174.40727135263347,180.88937065842447,204274900
2025-12-15,176.0752410888672,178.20265125135413,174.8167814768023,177.7232402429772,164775600
2025-12-16,177.50350952148438,178.27257580423,174.68693742218818,176.0452813318811,148588100
2025-12-17,170.7317657470703,175.91544580087532,170.10252832729947,175.88548356566727,222775500
2025-12-18,173.9278564453125,175.93540231223645,171.6106906687844,174.3173807251694,176096000
2025-12-19,180.76951599121094,181.2289470656948,176.12517166919682,176.45477147838753,324925900
2025-12-22,183.4662322998047,183.935660967629,182.1278683380167,183.6959478478248,129064400
2025-12-23,188.97950744628906,189.099356383118,182.67718160782493,182.7471036477755,174873600
2025-12-24,188.38023376464844,188.67987134928,186.36269028434322,187.71105179508496,65528500
2025-12-26,190.2978973388672,192.45526970950266,187.7709805748158,189.68863982420257,139740300
2025-12-29,187.99070739746094,188.53004285167208,185.68352392965699,187.4813341773615,120006100
2025-12-30,187.31153869628906,188.75978454971104,186.70228116711607,188.01069817319677,97687300
2025-12-31,186.27281188964844,190.32786369396138,186.26282955778902,189.33907943283364,120100500
2026-01-02,188.6199493408203,192.69496568024334,188.03065649528438,189.60873357074172,148240500
2026-01-05,187.89083862304688,193.39413642527967,185.9232371396652,191.52640398377517,183529700
2026-01-06,187.0119171142578,191.935904267691,186.5924305704924,190.2879203285983,176862600
2026-01-07,188.87962341308594,191.13686475404677,186.3327268208183,188.34028795646717,153543200
2026-01-08,184.81459045410156,189.31910643994627,183.48622397884648,188.87963997886857,172457000
2026-01-09,184.63479614257812,186.1129888751533,183.44624341374129,184.8545293482555,131327500
2026-01-12,184.71470642089844,186.89204340473577,182.79704721562317,182.99680052530172,137968500
2026-01-13,185.58364868164062,187.88084992986475,183.17658082293008,184.7746378408776,160128900
2026-01-14,182.91688537597656,184.23528457453645,180.57973978602013,184.0954557419801,159586100
2026-01-15,186.8221435546875,189.46890929684608,186.103019420931,186.27281050248445,206188600
2026-01-16,186.0031280517578,190.20800608356458,185.85331687968656,188.84966224271636,187967200
2026-01-20,177.8530731201172,182.1578200140757,177.39362681050815,181.67839380225757,223345300
2026-01-21,183.09669494628906,185.15418310637224,178.18267486272933,178.8318922054109,200381000
2026-01-22,184.6148223876953,185.94320399708803,183.70592730123704,184.52493568425237,139636600
2026-01-23,187.44137573242188,189.3690325020707,186.59242035942677,187.27158465782284,142748100
2026-01-26,186.2428436279297,188.88960930416175,185.76343263076708,186.93200550896393,124799600
2026-01-27,188.29034423828125,189.76853699604698,185.47377232125424,187.01190478720812,143711600
2026-01-28,191.2866973876953,192.1156881225865,189.60873601436586,191.03700193406064,148552700
2026-01-29,192.27548217773438,193.244301759811,185.83334250366076,191.10690928022157,171764400
2026-01-30,190.8971710205078,194.25307849059112,189.23918956869622,190.97707539362895,179489500
2026-02-02,185.38389587402344,190.0681850900544,184.6547894061738,186.97195532434574,165794100
2026-02-03,180.12030029296875,186.04308409913696,176.01530661894333,186.01312186532803,204019600
2026-02-04,173.97779846191406,179.36123157735668,171.70057725198066,179.24138264216026,207014100
2026-02-05,171.6706085205078,176.604592702014,170.82163795446576,174.71688060291817,206312900
2026-02-06,185.1841278076172,186.77218713146127,174.3872995354016,176.47474973392875,231346200
2026-02-09,189.80848693847656,193.42408742490235,183.7259094221984,184.03552934237337,196387400
2026-02-10,188.31031799316406,192.24552080983682,187.89083145679504,191.1468699498802,136764800
2026-02-11,189.8184814453125,193.0245624433192,188.54004197866425,192.2155516352278,144192700
2026-02-12,186.7122802734375,193.3741533411549,186.28279615580217,192.79485804306626,189932500
2026-02-13,182.58731079101562,187.27160018883805,181.36879569323744,187.25162028422807,161888000
2026-02-17,184.7446746826172,186.92201173748992,178.9617194034806,181.5285959992061,162276900
2026-02-18,187.75099182128906,190.13807962880853,186.53247684939709,188.52005804720127,164749100
2026-02-19,187.6710968017578,188.20044994409497,185.43383529156333,186.8321237354349,126554500
2026-02-20,189.58877563476562,190.09814888521723,185.71349722992974,186.342734664171,178422300
2026-02-23,191.31666564941406,193.71373598373438,189.3490641935772,191.16683922839312,171584800
2026-02-24,192.61508178710938,193.53395924081437,187.171708627792,191.2567378902843,175123600
2026-02-25,195.32176208496094,197.38924768090467,193.5539140704845,194.2131137016724,250637100
2026-02-26,184.66476440429688,194.0533071271398,184.09546670933034,194.03334246429932,360807900
2026-02-27,176.97415161132812,182.36756729714082,176.1651407824763,181.0292033274304,311636500
2026-03-02,182.25770568847656,183.2365228635074,174.42725972943845,174.79680413295333,209095300
2026-03-03,179.83065795898438,180.67961330625172,176.70446619030554,178.27256086028186,178099400
2026-03-04,182.8170166015625,184.47499807110998,179.84065106191534,180.22019302825058,177731200
2026-03-05,183.1166534423828,183.83577756501342,177.6633132926684,180.94929874286032,198779700
2026-03-06,177.60337829589844,182.5373473445644,176.60459654479845,179.6209064601764,189021900
2026-03-09,182.427490234375,182.68718325690133,175.34613090826778,176.61458806542097,177213600
2026-03-10,184.544921875,186.21288569214076,181.7882742872215,182.17779858894656,179118500
2026-03-11,185.8134307861328,187.40157611978597,184.23526832414757,185.6935753620157,145280400
2026-03-12,182.9268035888672,184.72471123223085,181.53842231669145,183.83574790315467,155762700
2026-03-13,180.0401611328125,185.87335881208497,179.73052445930352,184.70472270189353,160988400
2026-03-16,183.0067138671875,188.66012868968363,181.19882333613754,182.7570048934839,217307400
2026-03-17,181.71820068359375,185.1841623368753,181.4684917186082,184.8445618023411,182497800
2026-03-18,180.1899871826172,183.16652908726184,180.12007659614625,182.26756764801692,156683100
2026-03-19,178.3521270751953,179.77047215436778,175.5853475010711,177.80276430906588,170968500
2026-03-20,172.4989471435547,178.05247199547227,171.52009228430225,177.79278016290237,241323500
2026-03-23,175.43553161621094,178.16234927411983,174.55655117338722,177.0536408486584,182836300
2026-03-24,174.99603271484375,176.01484951930743,173.777451794472,174.6264683383626,147667800
2026-03-25,178.47198486328125,181.00903649280792,176.64412864426953,176.89383761026875,162602100
2026-03-26,171.04066467285156,176.30451888215924,170.9407749866337,175.86504388946904,186152200
2026-03-27,167.32498168945312,170.77096223786808,166.81556566439232,169.80209026823204,196212700
2026-03-30,164.97772216796875,169.25273855906806,164.07877596313077,168.58352034150624,185627000
2026-03-31,174.1969757080078,174.41672082635512,166.7656493784466,166.77563225072552,226181300
2026-04-01,175.54541015625,177.16351944386196,174.54657425208924,175.79511913229018,168132000
2026-04-02,177.18348693847656,177.28337661769746,171.170490985778,171.97954556798163,143143200
2026-04-06,177.43319702148438,177.58301630024127,175.55538077559635,176.953760088437,107564300
2026-04-07,177.89266967773438,178.0225079733855,173.4578360976707,175.52541836668527,132534900
2026-04-08,181.8680419921875,185.0443328296099,180.09011531444295,184.28522303450282,147732700
2026-04-09,183.69590759277344,183.86570786090292,180.40972906189933,181.6283100364998,116428500
2026-04-10,188.41041564941406,189.77881591864653,184.08545448929232,184.09543736125556,160459500
2026-04-13,189.08961486816406,189.43921351677633,185.52377876103736,185.81343445538195,133648200
2026-04-14,196.28123474121094,196.28123474121094,190.54792650193752,190.61783708872017,161307000
2026-04-15,198.63848876953125,200.166706463506,195.5121427945441,196.31119931453722,185338400
2026-04-16,198.1190948486328,199.6173486077875,195.58204328148997,197.20015246424893,134012900
2026-04-17,201.44520568847656,201.46518667284232,199.03802288778024,199.66727910555997,160324400
2026-04-20,201.82476806640625,201.9346406188145,197.6096795882359,199.7471876833392,119381400
2026-04-21,199.64732360839844,202.51397775047528,198.76834314349978,201.89470437258373,107945300
2026-04-22,202.26426696777344,202.26426696777344,198.76834136586132,200.75603026628932,107501000
2026-04-23,199.4075927734375,203.59271751351986,196.99041179336916,202.22431724671497,113561800
2026-04-24,208.0275421142578,210.70441481695215,199.57738430538978,199.72721882416832,214134400
2026-04-27,216.3578338623047,216.5775789683675,207.13858324348888,209.4059296471886,187172400
2026-04-28,212.92184448242188,214.4800260296235,207.95762889823203,209.24613572912838,180275400
2026-04-29,209.00640869140625,212.47237042757808,207.33835459433345,212.4523894424142,123711800
2026-04-30,199.33767700195312,210.05518135667162,198.46867945247158,209.68560172993963,225239200
2026-05-01,198.21897888183594,202.76368521944246,196.89052532216473,201.0456862731779,128647000
2026-05-04,198.24893188476562,201.49514834231712,194.51329562325486,199.26774870200734,125368100
2026-05-05,196.271240234375,200.00689171848026,195.80178617585554,199.06798360144137,113406600
2026-05-06,207.5880584716797,208.0275486883452,198.37879062945476,199.65729931010404,188362800
2026-05-07,211.2537841796875,213.95063795079753,206.25960488465944,208.0974592073836,168307900
2026-05-08,214.94947814941406,217.5464575316693,212.642169707093,212.7820061205359,136421400
2026-05-11,219.18453979492188,222.04121091513153,213.64099781886503,213.79081709888328,160685800
2026-05-12,220.52297973632812,223.48952345691538,214.6698009927987,218.29558003818886,159176600
2026-05-13,225.56710815429688,227.57476278227756,221.3120728008497,224.6681467194947,150405400
2026-05-14,235.465576171875,236.26463268418732,229.03307065698914,229.58243343997336,180782900
2026-05-15,225.05770874023438,231.23050718880455,223.97896415639156,229.49252726355346,180977600
2026-05-18,222.0612030029297,229.7322553439391,218.1157890335498,229.60240180074675,146280900
2026-05-19,220.35317993164062,224.21866983705235,217.6563261548179,219.36432694236115,140948200
2026-05-20,223.20985412597656,225.8667612103758,220.2433103590018,222.9201831873553,184201600
2026-05-21,219.25445556640625,227.13526994336974,217.6762930684293,222.03121805596584,203381800
2026-05-22,215.07933044433594,220.75271088945502,214.54994865072538,220.64283833374193,169275700
2026-05-26,214.60987854003906,217.92600574795006,211.75320730356688,216.28791550863897,187202600
2026-05-27,212.35250854492188,213.90069192498567,208.53694826896,213.87072806866348,167601200
2026-05-28,214.00057983398438,215.2691056248748,210.97410844231206,211.03403615445995,143996000
2026-05-29,210.8942108154297,217.6063892667686,210.88422794322287,214.33020874183248,289410600
2026-06-01,224.09881591796875,224.60821672379726,215.44889364463796,215.47885750139108,212850700
2026-06-02,222.56060791015625,232.00958636747916,221.09231801448135,226.91551751623658,193362900
2026-06-03,214.5,222.56061267075634,214.2602739078757,221.46188713313538,160907000
2026-06-04,218.66000366210938,221.60000610351562,210.97000122070312,213.91000366210938,169022200
2026-06-05,205.10000610351562,214.8699951171875,204.3300018310547,214.52999877929688,219655500
2026-06-08,208.63999938964844,210.47000122070312,206.0,210.17999267578125,138372800
2026-06-09,208.19000244140625,211.39999389648438,199.33999633789062,210.6199951171875,180962500
2026-06-10,200.4199981689453,207.22000122070312,199.9199981689453,204.42999267578125,161746600
2026-06-11,204.8699951171875,205.66000366210938,199.5399932861328,201.49000549316406,158643200
2026-06-12,205.19000244140625,207.07000732421875,203.44000244140625,204.86000061035156,112001800
2026-06-15,212.4499969482422,212.7100067138672,208.33999633789062,208.9199981689453,149936700
2026-06-16,207.41000366210938,211.49000549316406,207.2899932861328,211.17999267578125,125694100
2026-06-17,204.64999389648438,209.2100067138672,203.0800018310547,208.52999877929688,128363500
2026-06-18,210.69000244140625,211.38999938964844,206.5,207.3300018310547,241272000
2026-06-22,208.64999389648438,213.99000549316406,207.72000122070312,211.44000244140625,122041400
2026-06-23,200.0399932861328,203.77000427246094,200.0,202.1699981689453,153496200
2026-06-24,199.0,201.6699981689453,196.5800018310547,200.1199951171875,151810700
2026-06-25,195.74000549316406,200.8000030517578,192.1300048828125,200.0800018310547,149550000
2026-06-26,192.52999877929688,195.5500030517578,191.22000122070312,193.1199951171875,179304100
2026-06-29,194.97000122070312,196.17999267578125,189.8000030517578,193.85000610351562,148835700
2026-06-30,200.08999633789062,200.6300048828125,195.11000061035156,197.24000549316406,166476700
